ID,light_brown,dark_brown,black,blue_gray,red,white
SYNSKIN_0032387,1,0,0,0,1,0
SYNSKIN_0030384,1,1,0,1,0,0
SYNSKIN_0030432,0,1,1,0,0,0
SYNSKIN_0027726,1,1,1,1,0,0
SYNSKIN_0034128,0,0,0,1,0,1
SYNSKIN_0029038,0,1,1,0,0,0
SYNSKIN_0024538,0,1,1,1,0,0
SYNSKIN_0033403,1,1,0,0,0,0
SYNSKIN_0029178,0,0,0,1,0,0
SYNSKIN_0027905,1,0,0,0,0,1
SYNSKIN_0029634,1,0,1,0,0,0
SYNSKIN_0027331,1,0,0,0,1,0
SYNSKIN_0030259,0,0,0,1,0,0
SYNSKIN_0025863,0,1,0,0,0,0
SYNSKIN_0033720,1,1,1,1,0,0
SYNSKIN_0032529,0,0,0,1,0,1
SYNSKIN_0029832,1,0,0,1,0,0
SYNSKIN_0025002,1,1,1,1,0,1
SYNSKIN_0027470,1,1,1,0,0,0
SYNSKIN_0029157,0,1,1,0,0,0
SYNSKIN_0031331,1,1,0,0,1,0
SYNSKIN_0028851,1,0,0,1,0,1
SYNSKIN_0025150,0,0,0,1,1,0
SYNSKIN_0031362,0,0,0,1,0,1
SYNSKIN_0027123,1,0,1,0,0,0
SYNSKIN_0025527,0,0,0,1,0,1
SYNSKIN_0033998,1,1,0,0,0,1
SYNSKIN_0027622,0,1,0,0,0,0
SYNSKIN_0029108,1,0,1,0,0,0
SYNSKIN_0026397,0,1,1,0,0,0
SYNSKIN_0028401,0,1,1,1,0,0
SYNSKIN_0033934,0,0,0,1,0,0
SYNSKIN_0025329,1,1,0,1,0,1
SYNSKIN_0028870,1,0,0,1,0,0
SYNSKIN_0031799,0,1,0,1,1,1
SYNSKIN_0032519,1,0,0,0,0,0
SYNSKIN_0031058,1,0,0,0,1,0
SYNSKIN_0033705,1,0,0,1,0,0
SYNSKIN_0027852,1,1,1,1,0,1
SYNSKIN_0028258,0,1,0,1,0,1
SYNSKIN_0032215,1,1,1,1,0,0
SYNSKIN_0033912,0,1,0,1,0,1
SYNSKIN_0030026,1,0,0,0,0,0
SYNSKIN_0026409,1,1,1,1,0,0
SYNSKIN_0024814,0,0,0,1,1,0
SYNSKIN_0032257,0,0,1,0,0,0
SYNSKIN_0026434,1,1,0,0,1,0
SYNSKIN_0026003,1,1,1,1,0,1
SYNSKIN_0031004,1,0,0,0,1,0
SYNSKIN_0025205,0,1,0,0,0,0
SYNSKIN_0031393,0,1,1,1,0,1
SYNSKIN_0025642,1,1,0,1,0,1
SYNSKIN_0028241,1,0,0,0,0,0
SYNSKIN_0028087,0,1,1,0,0,0
SYNSKIN_0025837,0,1,1,0,0,0
SYNSKIN_0034259,0,1,0,0,1,0
SYNSKIN_0032861,1,1,1,1,0,0
SYNSKIN_0025091,1,1,0,0,0,0
SYNSKIN_0032374,0,0,1,0,0,0
SYNSKIN_0026233,1,0,0,1,0,1
SYNSKIN_0033031,1,1,1,0,0,0
SYNSKIN_0027574,1,0,0,0,0,0
SYNSKIN_0033726,0,1,0,1,0,1
SYNSKIN_0034315,0,0,0,1,0,0
SYNSKIN_0026058,0,0,0,1,0,1
SYNSKIN_0026097,0,1,0,0,1,0
SYNSKIN_0029921,0,1,1,1,0,0
SYNSKIN_0024763,0,0,1,1,0,0
SYNSKIN_0030650,1,0,0,0,0,0
SYNSKIN_0032509,0,1,1,1,0,0
SYNSKIN_0028304,0,0,0,1,0,1
SYNSKIN_0025012,1,0,0,1,0,1
SYNSKIN_0024317,0,1,0,0,0,0
SYNSKIN_0028826,1,1,0,1,0,1
SYNSKIN_0034082,0,1,1,0,1,0
SYNSKIN_0027324,0,1,0,1,1,1
SYNSKIN_0030810,0,0,0,1,0,1
SYNSKIN_0026552,1,0,0,0,0,1
SYNSKIN_0024740,0,1,0,0,1,0
SYNSKIN_0025018,0,1,0,1,0,1
SYNSKIN_0026519,0,1,1,1,0,1
SYNSKIN_0029574,0,0,1,0,0,0
SYNSKIN_0030804,1,0,0,1,0,1
SYNSKIN_0033870,1,0,0,0,0,0
SYNSKIN_0027772,1,0,0,1,0,1
SYNSKIN_0033234,1,1,0,0,0,1
SYNSKIN_0029855,1,0,1,0,0,0
SYNSKIN_0024962,1,0,0,0,1,0
SYNSKIN_0031045,1,1,0,0,1,0
SYNSKIN_0029246,1,0,0,0,0,1
SYNSKIN_0025013,1,1,1,0,0,0
SYNSKIN_0034157,1,1,0,1,0,0
SYNSKIN_0026787,0,1,1,0,0,0
SYNSKIN_0028312,1,1,0,0,0,1
SYNSKIN_0028212,1,1,0,1,0,0
SYNSKIN_0031592,1,0,0,1,0,1
SYNSKIN_0025083,0,1,1,0,1,0
SYNSKIN_0024464,1,0,1,0,0,0
SYNSKIN_0025439,1,1,0,1,0,1
SYNSKIN_0028907,0,1,0,1,1,1
SYNSKIN_0028071,0,1,0,1,0,1
SYNSKIN_0025805,0,1,1,0,1,0
SYNSKIN_0026316,0,1,0,0,0,0
SYNSKIN_0027602,1,1,0,0,1,0
SYNSKIN_0032794,0,0,1,1,0,0
SYNSKIN_0031543,0,1,1,1,0,0
SYNSKIN_0025425,0,0,0,1,0,0
SYNSKIN_0033857,1,1,0,1,0,0
SYNSKIN_0025102,0,0,0,1,1,0
SYNSKIN_0029568,1,0,1,0,0,0
SYNSKIN_0031756,0,1,0,0,0,0
SYNSKIN_0033854,1,1,0,0,1,0
SYNSKIN_0026889,1,0,1,0,0,0
SYNSKIN_0027549,0,1,1,0,1,0
SYNSKIN_0025207,1,1,0,0,0,1
SYNSKIN_0025170,0,0,1,1,0,0
SYNSKIN_0030177,0,1,1,0,0,0
SYNSKIN_0031529,0,1,1,1,0,0
SYNSKIN_0031278,1,1,1,0,0,0
SYNSKIN_0033790,1,1,0,0,0,1
SYNSKIN_0033856,1,0,0,0,1,0
SYNSKIN_0027819,1,0,0,1,0,0
SYNSKIN_0029952,1,1,0,0,0,1
SYNSKIN_0032024,0,1,1,1,0,1
SYNSKIN_0030066,1,1,0,1,0,1
SYNSKIN_0025661,0,0,0,1,1,0
SYNSKIN_0031290,0,0,1,0,0,0
SYNSKIN_0026713,1,0,0,1,0,1
SYNSKIN_0024545,0,1,0,1,0,1
SYNSKIN_0034112,0,0,1,1,0,0
SYNSKIN_0030825,0,1,0,1,1,1
SYNSKIN_0025401,0,1,1,0,1,0
SYNSKIN_0030344,1,1,0,0,0,0
SYNSKIN_0033701,0,1,0,0,1,0
SYNSKIN_0028812,0,0,1,1,0,0
SYNSKIN_0030359,0,0,1,0,0,0
SYNSKIN_0033983,1,1,0,1,0,0
SYNSKIN_0026709,1,1,0,1,0,0
SYNSKIN_0028932,0,0,0,1,0,1
SYNSKIN_0033956,1,1,0,1,0,0
SYNSKIN_0026313,1,1,0,1,0,1
SYNSKIN_0025153,0,1,1,1,0,0
SYNSKIN_0026303,1,0,1,0,0,0
SYNSKIN_0028129,1,0,0,1,0,1
SYNSKIN_0029709,0,0,0,1,0,0
SYNSKIN_0032687,1,0,0,0,0,1
SYNSKIN_0028642,0,1,0,1,0,1
SYNSKIN_0029951,0,0,0,1,0,1
SYNSKIN_0027687,1,0,0,0,1,0
SYNSKIN_0025764,1,1,1,1,0,0
SYNSKIN_0028416,1,1,1,0,0,0
SYNSKIN_0029455,0,1,0,0,0,0
SYNSKIN_0031383,0,1,0,0,1,0
SYNSKIN_0030836,0,1,1,1,0,0
SYNSKIN_0026173,0,0,0,1,0,1
SYNSKIN_0032290,1,1,0,0,0,0
SYNSKIN_0027258,0,0,1,1,0,0
SYNSKIN_0027019,0,0,0,1,0,1
SYNSKIN_0033439,1,1,0,0,0,0
SYNSKIN_0025402,0,0,0,1,1,0
SYNSKIN_0025924,1,1,1,1,0,1
SYNSKIN_0030072,1,0,0,0,0,0
SYNSKIN_0029988,1,0,0,0,1,0
SYNSKIN_0028186,1,1,0,0,0,1
SYNSKIN_0033146,1,0,0,0,0,0
SYNSKIN_0026148,0,1,1,1,0,0
SYNSKIN_0034194,1,0,0,0,1,0
SYNSKIN_0028938,0,1,0,1,0,1
SYNSKIN_0025304,0,0,0,1,0,0
SYNSKIN_0024460,0,1,0,1,0,1
SYNSKIN_0031338,1,1,0,0,0,1
SYNSKIN_0026225,0,1,0,1,0,1
SYNSKIN_0026728,1,1,0,1,0,1
SYNSKIN_0030185,0,0,1,0,0,0
SYNSKIN_0030754,1,1,1,1,0,1
SYNSKIN_0026521,0,1,0,1,1,1
SYNSKIN_0034243,0,1,1,0,1,0
SYNSKIN_0033735,1,1,0,0,1,0
SYNSKIN_0026645,0,0,0,1,0,0
SYNSKIN_0026727,1,1,0,0,0,1
SYNSKIN_0025613,0,0,0,1,1,0
SYNSKIN_0031696,0,1,1,1,0,0
SYNSKIN_0031294,0,1,0,0,1,0
SYNSKIN_0032620,1,1,0,1,0,1
SYNSKIN_0032305,1,1,0,0,0,0
SYNSKIN_0029242,0,1,1,0,0,0
SYNSKIN_0024349,0,0,0,1,1,0
SYNSKIN_0026126,0,0,1,1,0,0
SYNSKIN_0031851,1,0,0,0,0,1
SYNSKIN_0033152,1,1,0,0,0,0
SYNSKIN_0033227,0,1,0,1,1,1
SYNSKIN_0030868,0,1,0,1,0,1
SYNSKIN_0026712,0,0,0,1,0,0
SYNSKIN_0030879,1,1,1,0,0,0
SYNSKIN_0029084,0,1,1,0,1,0
SYNSKIN_0031544,0,1,1,1,0,0
SYNSKIN_0028453,0,1,0,0,0,0
SYNSKIN_0033512,1,0,0,1,0,0
SYNSKIN_0033638,1,1,0,0,1,0
SYNSKIN_0028134,0,0,1,1,0,0
SYNSKIN_0027690,0,1,0,0,1,0
SYNSKIN_0028228,0,1,0,1,0,1
SYNSKIN_0027251,1,1,1,1,0,1
SYNSKIN_0024642,1,1,0,0,1,0
SYNSKIN_0030578,0,1,0,1,0,1
SYNSKIN_0025106,1,1,0,1,0,0
SYNSKIN_0027403,0,0,1,0,0,0
SYNSKIN_0030870,0,1,1,1,0,0
SYNSKIN_0029391,0,1,0,0,0,0
SYNSKIN_0032580,1,1,1,1,0,1
SYNSKIN_0033330,1,1,0,0,0,1
SYNSKIN_0026781,0,0,1,0,0,0
SYNSKIN_0031894,1,1,0,0,0,0
SYNSKIN_0029097,0,1,1,1,0,0
SYNSKIN_0032830,1,1,1,0,0,0
SYNSKIN_0025015,0,0,0,1,0,1
SYNSKIN_0029183,0,1,1,0,0,0
SYNSKIN_0033045,1,0,1,0,0,0
SYNSKIN_0024932,0,1,1,1,0,0
SYNSKIN_0027187,1,0,0,0,0,0
SYNSKIN_0027894,0,1,1,1,0,0
SYNSKIN_0027151,1,0,0,0,0,0
SYNSKIN_0032162,1,1,0,1,0,1
SYNSKIN_0030473,0,0,1,1,0,0
SYNSKIN_0026577,1,1,0,1,0,1
SYNSKIN_0033417,0,1,0,1,1,1
SYNSKIN_0033858,0,1,0,1,1,1
SYNSKIN_0032217,0,1,0,1,1,1
SYNSKIN_0027231,0,1,0,1,1,1
SYNSKIN_0029622,0,1,1,1,0,1
SYNSKIN_0032336,0,0,1,0,0,0
SYNSKIN_0031010,0,0,0,1,0,0
SYNSKIN_0027024,0,1,1,1,0,0
SYNSKIN_0032891,0,1,1,1,0,1
SYNSKIN_0025111,0,0,0,1,0,1
SYNSKIN_0031449,0,0,0,1,0,0
SYNSKIN_0032270,0,1,0,1,1,1
SYNSKIN_0032210,0,0,1,1,0,0
SYNSKIN_0029349,0,0,1,0,0,0
SYNSKIN_0030641,0,1,1,1,0,0
SYNSKIN_0028858,0,0,0,1,0,1
SYNSKIN_0032906,1,0,0,0,0,1
SYNSKIN_0034199,0,1,1,1,0,0
SYNSKIN_0031481,0,0,0,1,1,0
SYNSKIN_0031407,1,0,0,0,0,0
SYNSKIN_0028275,1,0,0,0,0,0
SYNSKIN_0028321,1,0,0,0,0,0
SYNSKIN_0027914,1,0,0,0,1,0
SYNSKIN_0029710,1,0,0,1,0,0
SYNSKIN_0032988,1,1,0,1,0,1
SYNSKIN_0028400,0,1,1,1,0,0
SYNSKIN_0027758,1,0,0,0,0,1
SYNSKIN_0024528,1,1,1,1,0,0
SYNSKIN_0028502,1,1,0,0,1,0
SYNSKIN_0033077,1,0,0,0,0,1
SYNSKIN_0033432,0,0,0,1,0,0
SYNSKIN_0026091,0,0,0,1,1,0
SYNSKIN_0028055,1,1,0,1,0,0
SYNSKIN_0031629,0,1,1,1,0,0
SYNSKIN_0031296,0,1,1,0,0,0
SYNSKIN_0031561,0,1,1,1,0,0
SYNSKIN_0033721,1,1,0,0,1,0
SYNSKIN_0027260,0,1,1,0,0,0
SYNSKIN_0031254,1,0,0,0,0,1
SYNSKIN_0033285,1,1,0,0,0,0
SYNSKIN_0025282,1,1,1,1,0,1
SYNSKIN_0032670,0,0,1,1,0,0
SYNSKIN_0029128,0,0,0,1,1,0
SYNSKIN_0030165,0,0,0,1,1,0
SYNSKIN_0026992,0,1,0,0,0,0
SYNSKIN_0025104,0,1,1,0,0,0
SYNSKIN_0029380,1,1,0,1,0,1
SYNSKIN_0034177,0,1,1,0,0,0
SYNSKIN_0032045,1,1,0,1,0,1
SYNSKIN_0027793,0,1,1,0,1,0
SYNSKIN_0025590,0,1,1,1,0,0
SYNSKIN_0027219,1,1,1,1,0,1
SYNSKIN_0024671,1,0,0,1,0,1
SYNSKIN_0029204,1,1,1,0,0,0
SYNSKIN_0027696,0,0,0,1,1,0
SYNSKIN_0026092,1,0,1,0,0,0
SYNSKIN_0032896,0,1,0,1,1,1
SYNSKIN_0030647,1,1,0,0,1,0
SYNSKIN_0025445,0,1,0,0,0,0
SYNSKIN_0028103,1,1,1,0,0,0
SYNSKIN_0029121,1,0,0,0,0,0
SYNSKIN_0033163,1,1,0,0,0,0
SYNSKIN_0031155,1,0,1,0,0,0
SYNSKIN_0032397,0,1,0,1,1,1
SYNSKIN_0029822,0,1,0,1,1,1
SYNSKIN_0029620,1,0,0,0,0,0
SYNSKIN_0028789,1,0,0,0,0,1
SYNSKIN_0031138,1,0,0,0,1,0
SYNSKIN_0026355,1,1,1,1,0,1
SYNSKIN_0026823,1,0,0,0,1,0
SYNSKIN_0028107,1,1,0,1,0,0
SYNSKIN_0029476,1,1,0,1,0,0
SYNSKIN_0027865,0,1,0,0,1,0
SYNSKIN_0028532,0,1,1,0,0,0
SYNSKIN_0030844,1,1,0,0,0,1
SYNSKIN_0025316,0,0,0,1,0,1
SYNSKIN_0025956,1,0,0,1,0,0
SYNSKIN_0025062,1,1,1,1,0,1
SYNSKIN_0027306,1,0,0,0,1,0
SYNSKIN_0024760,1,1,0,0,0,0
SYNSKIN_0025221,1,0,1,0,0,0
SYNSKIN_0025019,1,0,0,1,0,0
SYNSKIN_0024994,0,0,1,0,0,0
SYNSKIN_0028827,0,1,0,0,0,0
SYNSKIN_0027741,0,1,1,0,1,0
SYNSKIN_0034240,0,1,1,0,1,0
SYNSKIN_0030468,0,1,1,0,0,0
SYNSKIN_0025288,0,0,0,1,0,1
SYNSKIN_0033607,1,1,0,0,0,1
SYNSKIN_0026939,0,0,1,0,0,0
SYNSKIN_0028394,0,0,0,1,1,0
SYNSKIN_0033570,1,0,0,0,1,0
SYNSKIN_0027723,0,1,0,1,1,1
SYNSKIN_0029004,1,0,1,0,0,0
SYNSKIN_0024383,1,0,1,0,0,0
SYNSKIN_0031104,1,1,0,1,0,1
SYNSKIN_0029375,1,0,0,0,0,1
SYNSKIN_0026177,1,0,0,0,0,1
SYNSKIN_0032406,0,0,0,1,0,0
SYNSKIN_0026114,0,0,0,1,0,1
SYNSKIN_0032927,1,1,0,0,0,1
SYNSKIN_0025090,1,0,0,1,0,0
SYNSKIN_0028700,0,1,1,0,1,0
SYNSKIN_0033654,0,1,1,1,0,0
SYNSKIN_0030609,1,0,0,0,1,0
SYNSKIN_0025252,0,0,1,1,0,0
SYNSKIN_0027645,1,0,0,0,0,1
SYNSKIN_0030892,0,0,1,1,0,0
SYNSKIN_0025343,1,1,1,1,0,0
SYNSKIN_0030239,1,0,0,1,0,1
SYNSKIN_0032870,1,1,0,0,1,0
SYNSKIN_0028021,0,1,0,0,1,0
SYNSKIN_0030122,0,0,0,1,1,0
SYNSKIN_0025214,0,1,1,1,0,1
SYNSKIN_0034225,0,1,1,1,0,0
SYNSKIN_0024737,1,0,0,0,0,0
SYNSKIN_0033707,1,1,0,0,1,0
SYNSKIN_0031298,0,1,1,1,0,0
SYNSKIN_0029495,1,1,0,0,0,1
SYNSKIN_0032156,1,1,1,1,0,1
SYNSKIN_0033602,0,0,0,1,0,0
SYNSKIN_0029175,1,0,0,0,0,0
SYNSKIN_0027206,0,1,0,1,0,1
SYNSKIN_0029504,1,1,0,0,1,0
SYNSKIN_0027919,1,0,0,1,0,0
SYNSKIN_0029837,0,1,0,1,0,1
SYNSKIN_0029962,1,0,0,1,0,0
SYNSKIN_0027243,1,1,0,0,0,1
SYNSKIN_0033292,1,1,1,0,0,0
SYNSKIN_0031864,1,0,0,0,1,0
SYNSKIN_0027749,1,0,0,0,0,1
SYNSKIN_0024320,0,0,0,1,0,1
SYNSKIN_0024672,1,1,1,0,0,0
SYNSKIN_0030971,0,0,0,1,0,0
SYNSKIN_0027493,0,1,1,1,0,1
SYNSKIN_0030728,1,1,0,1,0,1
SYNSKIN_0033503,1,1,0,1,0,1
SYNSKIN_0026299,1,1,0,0,0,1
SYNSKIN_0026137,0,0,0,1,0,0
SYNSKIN_0032714,1,0,0,0,0,0
SYNSKIN_0031890,0,0,1,1,0,0
SYNSKIN_0027386,0,1,0,1,1,1
SYNSKIN_0030839,0,1,0,0,0,0
SYNSKIN_0030428,0,1,1,0,0,0
SYNSKIN_0031655,1,1,0,0,0,1
SYNSKIN_0028445,1,1,0,0,1,0
SYNSKIN_0034098,1,0,0,1,0,0
SYNSKIN_0029331,1,0,0,1,0,1
SYNSKIN_0033741,0,1,1,0,1,0
SYNSKIN_0030343,0,1,0,1,1,1
SYNSKIN_0033524,0,1,0,0,0,0
SYNSKIN_0030985,1,1,1,1,0,0
SYNSKIN_0027507,1,1,0,1,0,1
SYNSKIN_0024541,1,1,1,1,0,0
SYNSKIN_0030175,0,1,0,0,1,0
SYNSKIN_0030692,1,0,0,1,0,1
SYNSKIN_0032383,0,1,1,0,1,0
SYNSKIN_0026307,0,1,1,1,0,1
SYNSKIN_0030283,0,1,0,1,0,1
SYNSKIN_0028079,0,0,0,1,1,0
SYNSKIN_0028799,0,1,0,1,1,1
SYNSKIN_0025037,0,1,1,0,0,0
SYNSKIN_0029754,0,0,0,1,0,0
SYNSKIN_0032724,0,1,0,0,0,0
SYNSKIN_0031699,0,1,0,1,0,1
SYNSKIN_0032323,1,1,0,1,0,1
SYNSKIN_0029820,0,1,1,0,0,0
SYNSKIN_0029756,1,1,0,0,0,1
SYNSKIN_0033190,1,1,0,0,0,0
SYNSKIN_0032460,0,1,0,1,1,1
SYNSKIN_0025966,0,1,1,1,0,0
SYNSKIN_0024719,1,1,0,0,1,0
SYNSKIN_0025154,1,0,0,0,1,0
SYNSKIN_0028673,1,0,0,0,0,0
SYNSKIN_0029614,1,1,0,0,0,1
SYNSKIN_0030951,1,0,1,0,0,0
SYNSKIN_0029347,1,0,0,0,1,0
SYNSKIN_0029711,0,0,0,1,1,0
SYNSKIN_0024641,1,1,0,0,0,1
SYNSKIN_0027953,0,1,1,1,0,0
SYNSKIN_0030056,1,0,0,0,0,0
SYNSKIN_0027017,1,1,1,1,0,0
SYNSKIN_0026703,0,0,1,0,0,0
SYNSKIN_0031169,1,0,0,1,0,0
SYNSKIN_0029079,1,1,0,0,0,1
SYNSKIN_0025044,1,0,0,0,1,0
SYNSKIN_0028724,1,0,0,0,0,0
SYNSKIN_0030750,1,1,1,1,0,1
SYNSKIN_0027474,0,1,0,1,0,1
SYNSKIN_0034002,0,1,1,1,0,0
SYNSKIN_0031358,1,0,0,1,0,0
SYNSKIN_0032178,0,1,1,1,0,0
SYNSKIN_0031751,0,1,1,1,0,0
SYNSKIN_0024862,0,0,0,1,1,0
SYNSKIN_0026801,0,0,0,1,0,1
SYNSKIN_0030716,1,1,1,0,0,0
SYNSKIN_0031427,0,0,1,0,0,0
SYNSKIN_0026926,1,0,0,0,0,0
SYNSKIN_0032795,1,1,0,1,0,0
SYNSKIN_0033644,1,1,0,1,0,1
SYNSKIN_0029670,0,1,0,1,1,1
SYNSKIN_0034299,0,1,1,1,0,1
SYNSKIN_0030097,0,0,1,1,0,0
SYNSKIN_0033952,1,1,0,1,0,0
SYNSKIN_0026321,0,1,0,1,1,1
SYNSKIN_0027904,1,1,1,1,0,1
SYNSKIN_0027797,1,0,0,0,0,0
SYNSKIN_0024542,0,1,1,0,1,0
SYNSKIN_0026669,0,1,1,0,1,0
SYNSKIN_0024633,0,0,0,1,0,0
SYNSKIN_0031611,1,1,1,1,0,1
SYNSKIN_0031758,1,0,0,1,0,1
SYNSKIN_0033018,1,0,0,0,0,0
SYNSKIN_0029772,1,0,0,0,0,0
SYNSKIN_0033867,0,1,1,0,0,0
SYNSKIN_0031957,0,1,1,1,0,0
SYNSKIN_0031311,1,1,0,1,0,0
SYNSKIN_0025676,1,1,0,0,1,0
SYNSKIN_0030896,1,1,1,0,0,0
SYNSKIN_0028509,0,0,1,1,0,0
SYNSKIN_0034188,0,0,0,1,0,1
SYNSKIN_0030518,1,0,1,0,0,0
SYNSKIN_0027984,1,1,0,1,0,1
SYNSKIN_0026737,1,0,0,0,0,1
SYNSKIN_0031500,1,1,1,0,0,0
SYNSKIN_0034094,0,1,1,0,1,0
SYNSKIN_0030535,0,0,0,1,0,1
SYNSKIN_0028993,1,0,0,0,1,0
SYNSKIN_0034284,1,1,0,1,0,1
SYNSKIN_0026881,1,1,1,1,0,0
SYNSKIN_0027751,0,1,1,0,0,0
SYNSKIN_0027979,0,1,1,1,0,1
SYNSKIN_0032265,1,0,0,1,0,1
SYNSKIN_0027863,0,0,1,1,0,0
SYNSKIN_0027942,1,0,1,0,0,0
SYNSKIN_0025337,1,0,1,0,0,0
SYNSKIN_0030482,1,1,0,0,0,0
SYNSKIN_0025896,1,1,0,0,0,0
SYNSKIN_0031836,1,1,0,0,1,0
SYNSKIN_0029371,0,0,0,1,1,0
SYNSKIN_0033715,1,0,0,1,0,0
SYNSKIN_0028996,1,0,0,1,0,1
SYNSKIN_0030950,0,0,0,1,1,0
SYNSKIN_0032550,0,1,1,0,1,0
SYNSKIN_0034055,0,1,0,1,0,1
SYNSKIN_0031556,0,1,1,1,0,1
SYNSKIN_0028579,1,1,1,1,0,1
SYNSKIN_0026051,1,0,0,1,0,0
SYNSKIN_0032216,0,1,1,0,1,0
SYNSKIN_0033852,0,1,0,1,0,1
SYNSKIN_0028339,1,0,0,0,0,0
SYNSKIN_0028820,1,1,0,0,0,1
SYNSKIN_0032392,1,1,1,0,0,0
SYNSKIN_0032811,0,0,1,1,0,0
SYNSKIN_0025706,1,1,0,0,1,0
SYNSKIN_0025502,0,1,0,0,0,0
SYNSKIN_0033970,1,1,1,1,0,0
SYNSKIN_0025001,1,1,0,0,0,1
SYNSKIN_0032954,1,1,1,1,0,0
SYNSKIN_0033627,1,1,1,1,0,0
SYNSKIN_0027144,0,1,0,1,0,1
SYNSKIN_0033859,0,0,0,1,0,0
SYNSKIN_0031735,1,0,0,0,1,0
SYNSKIN_0027149,0,1,0,1,1,1
SYNSKIN_0032920,1,0,0,1,0,0
SYNSKIN_0033289,1,1,0,1,0,0
SYNSKIN_0029543,1,1,1,1,0,1
SYNSKIN_0029977,0,1,1,1,0,0
SYNSKIN_0033713,0,0,0,1,0,0
SYNSKIN_0025575,1,1,0,1,0,1
SYNSKIN_0029656,1,1,0,1,0,1
SYNSKIN_0024575,1,1,0,1,0,0
SYNSKIN_0030678,1,1,1,1,0,0
SYNSKIN_0031678,1,1,0,1,0,0
SYNSKIN_0034091,0,1,0,0,0,0
SYNSKIN_0027748,1,0,0,1,0,0
SYNSKIN_0025830,0,1,1,1,0,0
SYNSKIN_0029552,0,1,1,1,0,0
SYNSKIN_0025251,1,1,1,1,0,0
SYNSKIN_0028839,1,0,0,0,1,0
SYNSKIN_0031637,0,1,1,1,0,1
SYNSKIN_0032753,0,0,1,0,0,0
SYNSKIN_0031900,0,1,1,0,1,0
SYNSKIN_0027612,1,1,0,0,0,1
SYNSKIN_0024702,1,1,0,1,0,1
SYNSKIN_0028955,0,0,1,1,0,0
SYNSKIN_0025511,1,1,0,1,0,1
SYNSKIN_0028279,1,1,1,1,0,1
SYNSKIN_0030784,1,0,0,0,1,0
SYNSKIN_0032487,1,0,0,1,0,1
SYNSKIN_0027955,1,1,0,0,1,0
SYNSKIN_0025957,1,0,0,0,0,1
SYNSKIN_0026341,0,0,0,1,0,0
SYNSKIN_0024643,0,1,1,1,0,1
SYNSKIN_0025448,0,1,0,1,0,1
SYNSKIN_0027409,0,1,0,0,1,0
SYNSKIN_0028481,1,1,0,1,0,0
SYNSKIN_0025708,1,1,1,1,0,0
SYNSKIN_0032633,1,0,0,0,1,0
SYNSKIN_0029198,1,1,1,1,0,1
SYNSKIN_0030775,0,1,1,1,0,1
SYNSKIN_0025133,1,1,0,0,1,0
SYNSKIN_0033763,1,1,1,1,0,0
SYNSKIN_0028097,1,0,0,0,1,0
SYNSKIN_0033249,1,0,1,0,0,0
SYNSKIN_0033251,1,0,0,0,0,0
SYNSKIN_0028716,0,0,1,0,0,0
SYNSKIN_0026237,1,0,1,0,0,0
SYNSKIN_0025306,1,0,0,1,0,0
SYNSKIN_0028578,1,0,0,1,0,1
SYNSKIN_0033357,0,1,0,1,1,1
SYNSKIN_0028135,0,1,1,0,1,0
SYNSKIN_0027038,1,1,0,0,0,0
SYNSKIN_0028482,1,1,1,0,0,0
SYNSKIN_0033003,0,1,0,1,1,1
SYNSKIN_0027175,0,0,1,0,0,0
SYNSKIN_0033860,0,0,0,1,0,0
SYNSKIN_0025734,0,1,1,0,0,0
SYNSKIN_0028843,0,0,1,1,0,0
SYNSKIN_0032542,0,0,0,1,0,1
SYNSKIN_0024380,1,1,1,1,0,1
SYNSKIN_0025657,0,1,1,1,0,0
SYNSKIN_0032966,1,0,0,0,0,1
SYNSKIN_0028997,0,1,1,1,0,1
SYNSKIN_0028373,0,0,1,1,0,0
SYNSKIN_0025436,0,0,0,1,0,1
SYNSKIN_0033004,0,0,0,1,0,1
SYNSKIN_0029217,1,1,0,0,0,1
SYNSKIN_0025694,1,1,0,0,0,0
SYNSKIN_0028459,1,1,0,0,0,1
SYNSKIN_0030450,1,1,1,1,0,0
SYNSKIN_0024717,0,0,1,0,0,0
SYNSKIN_0024796,0,1,0,1,0,1
SYNSKIN_0031220,1,1,0,1,0,1
SYNSKIN_0026726,0,1,0,0,1,0
SYNSKIN_0031396,1,1,0,1,0,1
SYNSKIN_0025695,0,1,1,1,0,1
SYNSKIN_0027807,1,0,1,0,0,0
SYNSKIN_0032155,0,0,0,1,1,0
SYNSKIN_0032002,1,1,1,1,0,1
SYNSKIN_0026026,1,0,0,1,0,0
SYNSKIN_0031266,1,1,0,0,0,0
SYNSKIN_0028302,0,1,0,0,1,0
SYNSKIN_0033485,0,1,1,1,0,0
SYNSKIN_0032614,1,1,0,0,0,1
SYNSKIN_0030651,0,1,1,1,0,1
SYNSKIN_0025938,1,1,0,1,0,0
SYNSKIN_0025373,1,0,0,0,0,0
SYNSKIN_0033213,1,1,0,1,0,0
SYNSKIN_0034174,0,0,0,1,1,0
SYNSKIN_0026300,1,0,0,0,0,1
SYNSKIN_0032190,1,1,0,0,1,0
SYNSKIN_0028937,1,1,0,0,0,0
SYNSKIN_0032569,0,1,1,0,0,0
SYNSKIN_0033513,1,1,0,0,0,0
SYNSKIN_0033544,1,1,1,1,0,1
SYNSKIN_0030103,0,1,1,0,0,0
